id,bloco,demanda,pagina,estado_documental,estado_tramitacao,providencia,documento,status
D54-5b1e0f,DISPENSA DE LICITAÇÃO Nº 2016001,| AUSÊNCIA DA MARCA DOS PRODUTOS NA ORDEM DE COMPRA (PAG. 363) INSERIR LOGOTIPO DA ESCOLA IMAPA COMPARATIVO DE PREÇOS DISPENSA DE LICITAÇÃO: DATA: ITEM ESPECIFICAÇÃO UNID | QTDE | PREÇOS UNITÁRIOS DOS ESCOLHIDO | PREÇO TOTAL FORNECEDORES A B c TOTAL GERAL........... ie eeaiieee e eiaaieaaaneaanra E E ER CÓDIGO DO FORNECEDOR FORNECEDOR ITENS GANHO Valor total por fornecedor A FULANO DE TAL B FULANO DE TAL c FULANO DE TAL MOTIVO DA ESCOLHA TOTAL ( ) MENOR PREÇO POR ( ) PRAZO DE ( ) TIPO DE MATERIAL Data GRUPO OU ITEM ENTREGA — A João Joana Joaquim homologação secretário membro presidente comissão de licitação Carimbo Ordenador Despesa,363,não examinado,identificado,,,pendente
D55-6f003d,DISPENSA DE LICITAÇÃO Nº 2016001,"AUSÊNCIA NA ORDEM DE COMPRA E SERVIÇO (PAG. 330) DA MARCA DOS PRODUTOS ADJUDICADOS Prazo para atendimento da diligência: 30 dias Crateús-CE., 24 de janeiro de 2025 José Soares André Analista José Arles da Silva Rodrigues Antônio Valdenir Rabelo de Araújo Orientador - DOE 16/05/2023 Coordenador — DOE 13/04/2023",330,não examinado,identificado,,,pendente
D56-2170d5,DISPENSA DE LICITAÇÃO Nº 2016005,AUSÊNCIA DAS PROPOSTAS DE PREÇO,,não examinado,identificado,,,pendente
D57-665f79,DISPENSA DE LICITAÇÃO Nº 2016005,AUSÊNCIA DA MARCA DOS PRODUTOS NA NOTA FISCAL (PAG. 217) - FAZER NOTA DE CORREÇÃO/,217,não examinado,identificado,,,pendente
D58-1d8c6d,DISPENSA DE LICITAÇÃO Nº 2016005,"COMPLEMENTAR AS INFORMAÇÕES DO CARIMBO “PAGO COM RECURSO DO...”, NA NOTA FISCAL (PAG. 217)",217,não examinado,identificado,,,pendente
D59-65aba5,DISPENSA DE LICITAÇÃO Nº 2016005,AUSÊNCIA DO CARIMBO “PAGO” “Nº DO CHEQUE E DATA”. NO RECIBO DE PAGAMENTO (PAG. 218),,não examinado,identificado,,,pendente
D60-ea925a,DISPENSA DE LICITAÇÃO Nº 2016005,"NA ATA DA LICITAÇÃO (PAG. 327), DEVE SER CITADO O VALOR ESTIMADO DO OBJETO; DEVE SE REPORTAR AOS DOCUMENTOS DE HABILITAÇÃO E A SITUAÇÃO FINAL DELES; DEVE CITAR LARAR O VENCEDOR E O O VALOR DE CADA PROPOSTA POR EMPRESA, DEVE DECLAF RESPECTIVO VALOR DA PROPOSTA, DEVE CITAR TAMBÉM, O CRITÉRIO DE JULGAMENTO DO OBJETO. Ã ô MEMBROS DA COMISSÃO DE",327,não examinado,identificado,,,pendente
D61-8760d5,DISPENSA DE LICITAÇÃO Nº 2016005,A ATA DA LICITAÇÃO (PAG. 129) SÓ DEVE SER ASSINADA PELOS LICITAÇÃO E OS REPRESENTANTES LEGAIS DAS EMPRESAS QUE ESTEJAM PRESENTES NO CERTAME. E O MODELO DISPOSTO NA,129,não examinado,identificado,,,pendente
D62-e4d7b8,DISPENSA DE LICITAÇÃO Nº 2016005,"REFAZER MAPA COMPARATIVO DE PREÇO (PAG. 329), CONFORM PÁGINA 93 DO MANUAL DE ORIENTAÇÕES DE PRESTAÇÃO DE CONTAS DO PLANO DE APLICAÇÃO DOS RECURSOS FINANCEIROS DO PRÊMIO ESCOLA NOTA 10, EDI ÇÃO DE 2017, OU CONFORME MODELO ABAIXO. INSERIR LOGOTIPO DA ESCOLA MAPA COMPARATIVO DE PREÇOS DISPENSA DE LICITAÇÃO: DATA: ITEM ESPECIFICAÇÃO UNID QTDE | PREÇOS UNITÁRIOS DOS | ESCOLHIDO PREÇO TOTAL FORNECEDORES A B c TOTAL GERAL.......... seia ceara aa EEE EEE CÓDIGO DO FORNECEDOR FORNECEDOR ITENS GANHO Valor total por fornecedor A FULANO DE TAL B FULANO DE TAL c FULANO DE TAL MOTIVO DA ESCOLHA TOTAL (MENOR PREÇO POR ( ) PRAZO DE ( ) TIPO DE MATERIAL Data GRUPO OU ITEM ENTREGA 1 / João Joana Joaquim homologação secretário membro presidente comissão de licitação Carimbo Ordenador Despesa",329,não examinado,identificado,,,pendente
D63-bdf51b,DISPENSA DE LICITAÇÃO Nº 2016005,"AUSÊNCIA DOS RELATÓRIOS DE VISITAS RESTANTES (3 RELATÓRIOS) DE COOPERAÇÃO TÉCNICA PARA COMPLETAR A DEMANDA , NA FORMA DO ITEM 6.1.1-I DO MANUAL DE ORIENTAÇÕES E PRESTAÇÃO DE CONTAS DO PLANO DE APLICAÇÃO DOS RECURSOS FINANCEIROS ESCOLA NOTA DEZ.",,não examinado,identificado,,,pendente
D64-eea720,DISPENSA DE LICITAÇÃO Nº 2016005,AUSÊNCIA DA RELAÇÃO DA EXECUÇÃO FÍSICO-FINANCEIRA - ANEXO II,,não examinado,identificado,,,pendente
D65-ad2fe4,DISPENSA DE LICITAÇÃO Nº 2016005,AUSÊNCIA DA EXECUÇÃO DA RECEITA E DESPESAS -- ANEXO II!,,não examinado,identificado,,,pendente
D66-3e3719,DISPENSA DE LICITAÇÃO Nº 2016005,AUSÊNCIA DA RELAÇÃO DE PAGAMENTOS EFETUADOS -— ANEXO IV,,não examinado,identificado,,,pendente
D67-2181c7,DISPENSA DE LICITAÇÃO Nº 2016005,AUSÊNCIA DA CONCILIAÇÃO BANCÁRIA — ANEXO VI,,não examinado,identificado,,,pendente
