assimetria_max,desvio_diagonal_max,menor_autovalor,alinhamento_kernel_alvo,tolerancia_diagonal
2.220446049250313e-16,0.00637844807270449,-5.972956051260859e-16,0.10977459560309243,0.022097086912079608
